id_aluno,ano_ref,fase,fase_original,flag_fase_9,idade,idade_original,flag_idade_padronizada,genero_original,genero,ano_ingresso,instituicao_original,instituicao_tipo,instituicao_subtipo,flag_bolsa_parceria,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,matematica,portugues,ingles,flag_sem_avaliacao,fase_nome,delta_ida,delta_ieg,delta_inde,delta_ian,queda_ida,queda_ieg,queda_inde,ips_anterior,ida_anterior,ieg_anterior,perfil_defasagem,delta_ida_futuro,delta_ieg_futuro,delta_defasagem_futuro,risco_defasagem_futuro,tem_futuro
1065,2024,2,2N,0,11,11.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,8.8634934783,9.502,8.8152173915,6.26,9.0625,9.25,8.84,10.0,Fase 2 (5° e 6° ano),0,9.0,9.5,,0,Fase 2,2.25,-0.7847826085000005,0.8295434782999997,5.0,0,1,0,7.52,7.0,9.6,Adequado,,,,,False
1066,2023,1,FASE 1,0,10,10.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.262616667,8.5,6.6,7.52,8.4375,6.2,8.783333333,5.0,Fase 2 (5° e 6° ano),-1,4.2,8.2,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,1.0499999999999998,1.7954451344999995,1.0,0,True
1066,2024,2,2L,0,11,11.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.9326223603,9.502,8.3954451345,6.26,7.5,7.25,7.386666667,10.0,Fase 2 (5° e 6° ano),0,7.0,7.5,,0,Fase 2,1.0499999999999998,1.7954451344999995,0.6700056933000003,5.0,0,0,0,7.52,6.2,6.6,Adequado,,,,,False
1067,2023,1,FASE 1,0,10,10.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.541458333,0.0,7.9,7.52,8.28125,5.4,9.006666667,5.0,Fase 2 (5° e 6° ano),-1,4.5,6.3,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,1.3499999999999996,0.43333333299999843,0.0,0,True
1067,2024,1,1K,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.840033333300001,10.002,8.333333332999999,7.51,8.541666667,6.75,8.59,5.0,Fase 2 (5° e 6° ano),-1,6.5,7.0,,0,Fase 1,1.3499999999999996,0.43333333299999843,1.2985750003000014,0.0,0,0,0,7.52,5.4,7.9,Defasagem leve,,,,,False
1068,2023,1,FASE 1,0,10,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.472533333,8.5,9.3,6.89,9.166666667,9.0,9.283333333,5.0,Fase 2 (5° e 6° ano),-1,8.3,9.7,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,0.5,-0.23181818200000137,1.0,1,True
1068,2024,2,2R,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,9.0150030303,9.502,9.068181818,7.51,8.541666667,9.5,8.73,10.0,Fase 2 (5° e 6° ano),0,9.0,10.0,,0,Fase 2,0.5,-0.23181818200000137,0.5424696973000014,5.0,0,1,0,6.89,9.0,9.3,Adequado,,,,,False
1069,2023,1,FASE 1,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.590033333,9.0,7.8,7.52,8.125,7.1,8.226666667,5.0,Fase 2 (5° e 6° ano),-1,7.5,6.7,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,-0.8499999999999996,-0.7239130434999996,1.0,1,True
1069,2024,2,2K,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.678917391300001,9.002,7.0760869565,7.51,8.125,6.25,7.75,10.0,Fase 2 (5° e 6° ano),0,7.0,5.5,,0,Fase 2,-0.8499999999999996,-0.7239130434999996,0.08888405830000057,5.0,1,1,0,7.52,7.1,7.8,Adequado,,,,,False
1070,2023,1,FASE 1,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.939033333,9.0,7.8,3.14,7.708333333,5.8,8.67,5.0,Fase 2 (5° e 6° ano),-1,5.3,6.3,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,-3.55,1.5073593075000007,0.0,1,True
1070,2024,1,1P,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.287171861500001,9.002,9.3073593075,5.635,6.875,2.25,6.6225,5.0,Fase 2 (5° e 6° ano),-1,4.5,0.0,,0,Fase 1,-3.55,1.5073593075000007,-0.6518614714999993,0.0,1,0,1,3.14,5.8,7.8,Defasagem leve,,,,,False
1071,2023,1,FASE 1,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.414033333,9.0,8.6,7.52,5.625,3.5,6.396666667,5.0,Fase 2 (5° e 6° ano),-1,1.7,5.3,,0,Fase 1,,,,,0,0,0,,,,Defasagem leve,1.0,-4.411688311499999,0.0,1,True
1071,2024,2,2R,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Quartzo,4.8048623378,8.002,4.188311688500001,7.51,4.166666667,4.5,2.996666667,5.0,Fase 3 (7° e 8° ano),-1,4.0,5.0,,0,Fase 2,1.0,-4.411688311499999,-1.6091709951999995,0.0,0,1,1,7.52,3.5,8.6,Defasagem leve,,,,,False
1072,2023,2,FASE 2,0,12,11.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.0152,9.0,8.6,5.0,8.125,6.7,8.7125,10.0,Fase 2 (5° e 6° ano),0,5.2,8.2,,0,Fase 2,,,,,0,0,0,,,,Adequado,1.466666666666666,-2.972113289666667,0.0,1,True
1072,2024,3,3B,0,13,12.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.8153856754,8.751,5.627886710333333,8.755,7.96875,8.166666666666666,7.545,10.0,Fase 3 (7° e 8° ano),0,8.0,7.0,9.5,0,Fase 3,1.466666666666666,-2.972113289666667,-0.19981432460000015,0.0,0,1,1,5.0,6.7,8.6,Adequado,,,,,False
1073,2023,2,FASE 2,0,12,,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.384333333,0.0,8.8,2.52,8.333333333,6.2,9.045,5.0,Fase 3 (7° e 8° ano),-1,4.8,7.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,0.2999999999999998,-2.4290271133333334,1.0,1,True
1073,2024,3,3A,0,13,13.0,0,Feminino,Feminino,2022,Pública,publica,sem_subtipo,0,Ametista,7.0859945773333335,9.168,6.370972886666667,7.5,6.875,6.5,5.7875,10.0,Fase 3 (7° e 8° ano),0,6.5,5.0,8.0,0,Fase 3,0.2999999999999998,-2.4290271133333334,0.7016612443333337,5.0,0,1,0,2.52,6.2,8.8,Adequado,,,,,False
1074,2023,2,FASE 2,0,13,12.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.195833333,0.0,9.8,2.52,7.083333333,6.0,7.8775,5.0,Fase 3 (7° e 8° ano),-1,8.0,4.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1075,2023,2,FASE 2,0,13,12.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.591333333,0.0,9.6,5.0,7.708333333,5.5,9.0025,5.0,Fase 3 (7° e 8° ano),-1,5.0,6.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,0.5,-1.0845938375,0.0,1,True
1075,2024,2,2A,0,14,13.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.8100812324,7.5,8.5154061625,3.755,7.708333333,6.0,7.553333333,5.0,Fase 3 (7° e 8° ano),-1,5.0,7.0,,0,Fase 2,0.5,-1.0845938375,0.21874789940000028,0.0,0,1,0,5.0,5.5,9.6,Defasagem leve,,,,,False
1076,2023,2,FASE 2,0,12,,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.901033333,9.0,9.7,2.52,8.333333333,8.5,8.8775,5.0,Fase 3 (7° e 8° ano),-1,9.0,8.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-2.166666666666667,-1.9229665073333315,1.0,1,True
1076,2024,3,3A,0,13,13.0,0,Feminino,Feminino,2021,Pública,publica,sem_subtipo,0,Ametista,7.479598365200001,8.334,7.777033492666668,8.125,7.03125,6.333333333333333,6.5425,10.0,Fase 3 (7° e 8° ano),0,5.5,6.5,7.0,0,Fase 3,-2.166666666666667,-1.9229665073333315,-0.4214349677999989,5.0,1,1,1,2.52,8.5,9.7,Adequado,,,,,False
1077,2023,2,FASE 2,0,11,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.2115,0.0,9.7,2.52,8.75,7.3,8.4225,10.0,Fase 2 (5° e 6° ano),0,6.8,7.8,,0,Fase 2,,,,,0,0,0,,,,Adequado,-5.3,-1.996296296333333,0.0,1,True
1077,2024,3,3D,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Quartzo,5.543865740733334,0.0,7.703703703666666,6.885,6.40625,2.0,6.37,10.0,Fase 3 (7° e 8° ano),0,0.0,6.0,0.0,0,Fase 3,-5.3,-1.996296296333333,-1.6676342592666664,0.0,1,1,1,2.52,7.3,9.7,Adequado,,,,,False
1078,2023,2,FASE 2,0,14,14.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.472333333,5.3,6.8,2.52,8.958333333,6.4,8.2975,5.0,Fase 4 (9° ano),-2,4.3,8.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem moderada/severa,,,,,False
1079,2023,2,FASE 2,0,13,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.916533333,9.0,8.1,2.52,7.083333333,7.6,7.13,5.0,Fase 3 (7° e 8° ano),-1,7.3,7.8,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-1.2666666666666666,-3.5835016836666664,1.0,1,True
1079,2024,3,3B,0,14,13.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Quartzo,5.4253413299333335,7.5,4.516498316333333,2.51,4.21875,6.333333333333333,4.1625,10.0,Fase 3 (7° e 8° ano),0,5.0,7.5,6.5,0,Fase 3,-1.2666666666666666,-3.5835016836666664,-1.4911920030666668,5.0,1,1,1,2.52,7.6,8.1,Adequado,,,,,False
1080,2023,2,FASE 2,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.571966667,7.9,10.0,5.0,8.541666667,1.5,8.13,5.0,Fase 3 (7° e 8° ano),-1,0.0,3.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1081,2023,2,FASE 2,0,14,14.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.666033333,10.0,10.0,2.52,8.958333333,6.5,8.59,5.0,Fase 4 (9° ano),-2,8.0,5.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem moderada/severa,2.333333333333334,-0.47619047633333444,2.0,1,True
1081,2024,4,4C,0,15,15.0,0,Feminino,Feminino,2023,Privada - Programa de Apadrinhamento,privada,apadrinhamento,1,Topázio,8.5452952381,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,Fase 4 (9° ano),0,9.5,8.0,9.0,0,Fase 4,2.333333333333334,-0.47619047633333444,0.8792619050999999,5.0,0,1,0,2.52,6.5,10.0,Adequado,,,,,False
1082,2023,2,FASE 2,0,12,,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.1617,9.5,9.5,2.52,8.75,5.0,8.4225,5.0,Fase 3 (7° e 8° ano),-1,3.5,6.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-1.25,-1.9285714284999997,0.0,1,True
1082,2024,2,2A,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.6114857142,7.502,7.5714285715,10.0,7.083333333,3.75,6.943333333,5.0,Fase 3 (7° e 8° ano),-1,2.0,5.5,,0,Fase 2,-1.25,-1.9285714284999997,-0.5502142858000001,0.0,1,1,1,2.52,5.0,9.5,Defasagem leve,,,,,False
1083,2023,2,FASE 2,0,10,10.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,8.2345,6.8,10.0,5.0,8.75,7.5,8.38,10.0,Fase 2 (5° e 6° ano),0,7.0,8.0,,0,Fase 2,,,,,0,0,0,,,,Adequado,,,,,False
1084,2023,2,FASE 2,0,11,11.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.9948,8.4,10.0,2.52,8.75,6.8,8.38,10.0,Fase 2 (5° e 6° ano),0,5.0,8.5,,0,Fase 2,,,,,0,0,0,,,,Adequado,-3.1333333333333333,-2.294736842,0.0,1,True
1084,2024,3,3A,0,12,12.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.9071109649333335,8.751,7.705263158,5.63,7.03125,3.6666666666666665,7.4575,10.0,Fase 3 (7° e 8° ano),0,1.0,6.0,4.0,0,Fase 3,-3.1333333333333333,-2.294736842,-1.0876890350666661,0.0,1,1,1,2.52,6.8,10.0,Adequado,,,,,False
1085,2023,2,FASE 2,0,12,12.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.563833333,0.0,9.8,2.52,8.958333333,6.7,8.13,5.0,Fase 3 (7° e 8° ano),-1,6.0,7.3,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1086,2023,2,FASE 2,0,12,12.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.2382,8.5,9.4,2.52,8.75,5.7,8.755,5.0,Fase 3 (7° e 8° ano),-1,6.0,5.3,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1087,2023,2,FASE 2,0,12,12.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.2067,10.0,9.5,2.52,8.75,5.4,8.0475,5.0,Fase 3 (7° e 8° ano),-1,3.7,7.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-2.733333333333334,-1.1067340066666667,1.0,1,True
1087,2024,3,3B,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.913936532,7.917,8.393265993333333,8.755,7.1875,2.6666666666666665,6.58,10.0,Fase 3 (7° e 8° ano),0,2.0,5.0,1.0,0,Fase 3,-2.733333333333334,-1.1067340066666667,-0.2927634679999995,5.0,1,1,1,2.52,5.4,9.5,Adequado,,,,,False
1088,2023,2,FASE 2,0,13,13.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.4717,9.5,9.8,2.52,8.75,6.8,7.9225,5.0,Fase 3 (7° e 8° ano),-1,6.0,7.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1089,2023,2,FASE 2,0,11,,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.9947,9.0,9.5,2.52,8.75,7.0,8.3375,10.0,Fase 2 (5° e 6° ano),0,6.0,8.0,,0,Fase 2,,,,,0,0,0,,,,Adequado,-0.16666666666666696,-2.460317460333333,0.0,1,True
1089,2024,3,3D,0,12,12.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.6221531746,9.168,7.039682539666667,8.13,7.1875,6.833333333333333,6.995,10.0,Fase 3 (7° e 8° ano),0,6.0,6.0,8.5,0,Fase 3,-0.16666666666666696,-2.460317460333333,-0.3725468253999997,0.0,1,1,1,2.52,7.0,9.5,Adequado,,,,,False
1090,2023,2,FASE 2,0,13,13.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.844033333,9.0,9.6,2.52,8.958333333,9.0,7.88,5.0,Fase 3 (7° e 8° ano),-1,8.7,9.3,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-2.666666666666667,-1.978167641333334,1.0,1,True
1090,2024,3,3D,0,14,14.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.7652831384,9.585,7.621832358666666,7.51,7.8125,6.333333333333333,7.4175,10.0,Fase 3 (7° e 8° ano),0,3.5,7.5,8.0,0,Fase 3,-2.666666666666667,-1.978167641333334,-0.07875019459999955,5.0,1,1,1,2.52,9.0,9.6,Adequado,,,,,False
1091,2023,2,FASE 2,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.032533333,8.5,9.0,2.52,8.958333333,9.5,9.1725,5.0,Fase 3 (7° e 8° ano),-1,9.3,9.7,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1092,2023,2,FASE 2,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.41,7.8,9.8,2.52,8.75,6.9,8.2975,5.0,Fase 3 (7° e 8° ano),-1,6.0,7.8,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1093,2023,2,FASE 2,0,11,11.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.197533333,7.0,9.3,2.52,8.958333333,9.2,8.2975,10.0,Fase 2 (5° e 6° ano),0,9.3,9.0,,0,Fase 2,,,,,0,0,0,,,,Adequado,-0.5333333333333332,-1.5777777776666673,0.0,1,True
1093,2024,3,3D,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.5079027778,7.5,7.722222222333333,8.13,8.90625,8.666666666666666,8.8825,10.0,Fase 3 (7° e 8° ano),0,8.5,8.0,9.5,0,Fase 3,-0.5333333333333332,-1.5777777776666673,0.3103694447999992,0.0,1,1,0,2.52,9.2,9.3,Adequado,,,,,False
1094,2023,2,FASE 2,0,12,11.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,8.1779,7.8,9.5,2.52,8.75,8.5,8.3375,10.0,Fase 2 (5° e 6° ano),0,7.8,9.2,,0,Fase 2,,,,,0,0,0,,,,Adequado,-1.166666666666667,0.023809523666665555,0.0,1,True
1094,2024,3,3D,0,13,12.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,8.0164785714,9.168,9.523809523666666,2.51,8.4375,7.333333333333333,8.1675,10.0,Fase 3 (7° e 8° ano),0,6.0,7.5,8.5,0,Fase 3,-1.166666666666667,0.023809523666665555,-0.16142142859999886,0.0,1,0,1,2.52,8.5,9.5,Adequado,,,,,False
1095,2023,2,FASE 2,0,13,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.238,0.0,9.8,2.52,8.75,5.3,8.005,5.0,Fase 3 (7° e 8° ano),-1,5.8,4.7,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-2.966666666666667,-1.954970760000001,1.0,1,True
1095,2024,3,3D,0,14,14.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.108547514666667,7.5,7.84502924,7.51,5.46875,2.333333333333333,5.125,10.0,Fase 3 (7° e 8° ano),0,3.0,2.0,2.0,0,Fase 3,-2.966666666666667,-1.954970760000001,-0.1294524853333332,5.0,1,1,1,2.52,5.3,9.8,Adequado,,,,,False
1096,2023,2,FASE 2,0,11,,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,8.615533333,9.5,9.9,2.52,8.958333333,9.6,8.0875,10.0,Fase 2 (5° e 6° ano),0,9.5,9.7,,0,Fase 2,,,,,0,0,0,,,,Adequado,-1.0999999999999996,-0.033333333333333215,1.0,1,True
1096,2024,3,3B,0,12,11.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Topázio,9.189883333333334,9.168,9.866666666666667,8.755,9.0625,8.5,9.09,10.0,Fase 2 (5° e 6° ano),1,8.5,7.0,10.0,0,Fase 3,-1.0999999999999996,-0.033333333333333215,0.5743500003333342,0.0,1,1,0,2.52,9.6,9.9,Adiantado,,,,,False
1097,2023,2,FASE 2,0,14,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.9547,9.5,8.6,5.0,8.125,5.4,6.96,5.0,Fase 4 (9° ano),-2,4.3,6.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem moderada/severa,-2.4000000000000004,-3.750208855333333,1.0,1,True
1097,2024,3,3C,0,15,15.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Quartzo,5.475324895633334,10.002,4.849791144666667,6.25,6.041666667,3.0,5.88,5.0,Fase 4 (9° ano),-1,4.5,4.5,0.0,0,Fase 3,-2.4000000000000004,-3.750208855333333,-1.4793751043666656,0.0,1,1,1,5.0,5.4,8.6,Defasagem leve,,,,,False
1098,2023,2,FASE 2,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.2787,9.5,9.5,2.52,8.125,6.4,7.92,5.0,Fase 3 (7° e 8° ano),-1,6.3,6.5,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-2.9000000000000004,-3.677593743,1.0,1,True
1098,2024,3,3D,0,14,14.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.5744562514,8.751,5.822406257,7.51,7.34375,3.5,6.7475,10.0,Fase 3 (7° e 8° ano),0,1.0,3.5,6.0,0,Fase 3,-2.9000000000000004,-3.677593743,-0.7042437485999997,5.0,1,1,1,2.52,6.4,9.5,Adequado,,,,,False
1099,2023,2,FASE 2,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.113533333,9.0,9.6,2.52,8.333333333,5.2,8.34,5.0,Fase 3 (7° e 8° ano),-1,5.7,4.7,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-1.3666666666666667,-1.4666666666666668,1.0,1,True
1099,2024,3,3G,0,14,14.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.332483333333334,8.334,8.133333333333333,10.0,7.8125,3.8333333333333335,6.6225,10.0,Fase 3 (7° e 8° ano),0,2.5,3.5,5.5,0,Fase 3,-1.3666666666666667,-1.4666666666666668,0.21895000033333378,5.0,1,1,0,2.52,5.2,9.6,Adequado,,,,,False
1100,2023,2,FASE 2,0,11,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.261033333,10.0,9.2,5.0,8.541666667,7.1,8.283333333,10.0,Fase 2 (5° e 6° ano),0,6.3,7.8,,0,Fase 2,,,,,0,0,0,,,,Adequado,-2.4333333333333327,-2.0999999999999988,1.0,1,True
1100,2024,3,3G,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.649708333333334,7.5,7.1000000000000005,7.51,6.71875,4.666666666666667,5.6175,10.0,Fase 2 (5° e 6° ano),1,4.0,4.0,6.0,0,Fase 3,-2.4333333333333327,-2.0999999999999988,-1.6113249996666665,0.0,1,1,1,5.0,7.1,9.2,Adiantado,,,,,False
1101,2023,2,FASE 2,0,10,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.446666667,0.0,7.2,5.0,8.333333333,5.3,8.116666667,10.0,Fase 2 (5° e 6° ano),0,4.2,6.3,,0,Fase 2,,,,,0,0,0,,,,Adequado,,,,,False
1102,2023,2,FASE 2,0,11,,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.123033333,9.5,9.5,5.0,7.708333333,7.5,7.56,10.0,Fase 2 (5° e 6° ano),0,5.7,9.2,,0,Fase 2,,,,,0,0,0,,,,Adequado,1.833333333333334,-0.1095238096666673,1.0,1,True
1102,2024,3,3H,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Topázio,8.440611904733334,8.751,9.390476190333333,8.13,5.9375,9.333333333333334,7.07,10.0,Fase 2 (5° e 6° ano),1,10.0,8.0,10.0,0,Fase 3,1.833333333333334,-0.1095238096666673,0.3175785717333337,0.0,0,1,0,5.0,7.5,9.5,Adiantado,,,,,False
1103,2023,2,FASE 2,0,11,10.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.574866667,9.0,8.7,5.0,8.333333333,5.0,8.006666667,10.0,Fase 2 (5° e 6° ano),0,4.5,5.5,,0,Fase 2,,,,,0,0,0,,,,Adequado,2.25,-0.9360248449999986,0.0,1,True
1103,2024,2,2H,0,12,11.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.861995031000001,8.502,7.763975155000001,7.51,7.5,7.25,7.54,10.0,Fase 2 (5° e 6° ano),0,6.0,8.5,,0,Fase 2,2.25,-0.9360248449999986,0.28712836400000086,0.0,0,1,0,5.0,5.0,8.7,Adequado,,,,,False
1104,2023,2,FASE 2,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.265533333,5.7,10.0,2.52,8.541666667,6.4,9.063333333,5.0,Fase 3 (7° e 8° ano),-1,5.5,7.3,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1105,2023,2,FASE 2,0,13,13.0,0,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Agata,6.299166667,0.0,9.0,2.52,8.125,6.0,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,5.0,7.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,,,,,False
1106,2023,2,FASE 2,0,12,12.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Ametista,7.1642,8.5,9.3,5.0,8.333333333,5.1,8.003333333,5.0,Fase 3 (7° e 8° ano),-1,5.2,5.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-5.1,-3.868764568666667,1.0,1,True
1106,2024,3,3F,0,13,13.0,0,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Quartzo,5.936272086266667,8.334,5.4312354313333335,7.51,7.65625,0.0,7.5,10.0,Fase 3 (7° e 8° ano),0,0.0,0.0,0.0,0,Fase 3,-5.1,-3.868764568666667,-1.2279279137333328,5.0,1,1,1,5.0,5.1,9.3,Adequado,,,,,False
1107,2023,2,FASE 2,0,13,12.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Ametista,7.9327,9.0,9.4,5.0,8.958333333,7.5,8.783333333,5.0,Fase 3 (7° e 8° ano),-1,8.0,7.0,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-5.0,-3.2,1.0,1,True
1107,2024,3,3G,0,14,13.0,1,Feminino,Feminino,2023,Pública,publica,sem_subtipo,0,Quartzo,5.9731,8.751,6.2,2.51,7.5,2.5,6.785,10.0,Fase 3 (7° e 8° ano),0,1.0,3.5,3.0,0,Fase 3,-5.0,-3.2,-1.9596,5.0,1,1,1,5.0,7.5,9.4,Adequado,,,,,False
1108,2023,2,FASE 2,0,13,12.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.310833333,0.0,9.3,5.0,8.541666667,4.7,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,3.7,5.7,,0,Fase 2,,,,,0,0,0,,,,Defasagem leve,-1.0333333333333337,-5.5453416146666665,1.0,1,True
1108,2024,3,3F,0,14,13.0,1,Masculino,Masculino,2023,Pública,publica,sem_subtipo,0,Agata,6.017215010400001,9.168,3.7546583853333337,8.13,7.1875,3.6666666666666665,5.422,10.0,Fase 3 (7° e 8° ano),0,3.5,3.5,4.0,0,Fase 3,-1.0333333333333337,-5.5453416146666665,-0.29361832259999865,5.0,1,1,1,5.0,4.7,9.3,Adequado,,,,,False
